skill_raw;skill_normalized;domain;field;type_of_skill
KPI monitoring;Performance Marketing;Marketing;Marketing;Hard, Soft
clienteling;Customer Relationship Management;Customer Relationship Management;Sales, Marketing;Hard
cross-channel strategy;Marketing Management;Marketing;Marketing;Hard, Soft
problem-solving skills;Problem Solving;General;General;Soft
proactivity;Proactivity;General;General;Soft
retail experience;Retail;General;Retail;Soft
cdl;Driver License Ability;General;Automotives, General;Soft
commercial driver's license;Driver License Ability;General;Automotives, General;Soft
driving;Driver License Ability;General;Automotives, General;Soft
vehicle inspection;Automotives;General;Automotives, General;Hard
route navigation;Operations Management;Operations;Operations;Hard, Soft
waste management;Waste Management;Sustainability, Operations, Safety;Environment, Sustainability, Operations;Hard
manual and automatic controls;Driver License Ability;General;Automotives, General;Soft
human centered culture;Business Management;Sales, Operations, Management;Sales, Operations;Hard, Soft
tyre industry knowledge (preferred);Tire Maintenance;Automotives;Automotives;Hard
qualifications (relevant to the role);Qualified;General;General;Hard, Soft
planning support;Customer Relationship Management;Customer Relationship Management;Sales, Marketing;Hard
engineering expertise;Engineering;Engineering;Design;Hard
summer outage plans;Electrical Wiring;Electronics, Electrical Wiring;Electronics;Hard
schedule reviews;Business Analysis;Accounting, Finance, Operations;General, Legal;Hard
information collection;Data Collection;Data Engineering, QA;IT;Hard
technical activities;Operations Management;Operations;Operations;Hard, Soft
time schedules;Time Management;General;General;Soft
updates to site management;Web Development;Software Engineering;IT;Hard
generating maintenance schedule;Business Analysis;Accounting, Finance, Operations;General, Legal;Hard
contractor scheduling;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
liaison;Communication;General;Communication;Soft
health and safety knowledge;Health and Safety;Safety, Prevention;General, Healthcare;Hard, Soft
engineering works understanding;Engineering;Engineering;Design;Hard
HNC/HND in engineering or relevant experience;Engineering;Engineering;Design;Hard
maintenance planning and scheduling;Organizational Skills;General;General;Soft
petrochemical industry;Fuel Distribution and Logistics;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
chemical industry;Fuel Distribution and Logistics;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
COMAH Sites;Health and Safety;Safety, Prevention;General, Healthcare;Hard, Soft
industrial planning experience;Industrial Planning;Operations;Operations;Hard, Soft
preventative maintenance techniques;Maintenance;General;General;Soft
CMMS (SAP);SAP;Operations;General;Hard, Soft
notifications and work orders management;Business Management;Sales, Operations, Management;Sales, Operations;Hard, Soft
purchase requisition;Budgeting;Accounting, Finance, Operations;General, Legal;Hard
purchase orders;Budgeting;Accounting, Finance, Operations;General, Legal;Hard
PMs;Business Management;Sales, Operations, Management;Sales, Operations;Hard, Soft
ability to work independently and as part of a team;Flexibility;General;General;Soft
technical liaison;Communication;General;Communication;Soft
IT security;Cybersecurity;Computer Science, DevOps, Software Engineering;IT;Hard
OT organizational;OT;Computer Science, Software Engineering;IT;Hard
production facilities;Process Management;Operations;General;Hard, Soft
security best practices;Security Protocols;Operations, Prevention;General;Hard
cyber threat;Cybersecurity;Computer Science, DevOps, Software Engineering;IT;Hard
security incident;Security Protocols;Operations, Prevention;General;Hard
detection;Security Protocols;Operations, Prevention;General;Hard
response;Security Protocols;Operations, Prevention;General;Hard
remediation activities;Security Protocols;Operations, Prevention;General;Hard
manufacturing operations environment;Manufacturing;Industrial Engineering, General;General, Engineering;Hard
processes;Manufacturing;Industrial Engineering, General;General, Engineering;Hard
standards;Operations Management;Operations;Operations;Hard, Soft
OT Security guidance;OT;Computer Science, Software Engineering;IT;Hard
Industrial Control Systems (ICS);ICS;Computer Science, Software Engineering;IT;Hard
Supervisory Control and Data Acquisition (SCADA);SCADA;Data Analytics, Data Engineering, Software Engineering;IT;Hard
security;Security Protocols;Operations, Prevention;General;Hard
alert deficiencies;Security Protocols;Operations, Prevention;General;Hard
configuration;Security Protocols;Operations, Prevention;General;Hard
test;Cybersecurity;Computer Science, DevOps, Software Engineering;IT;Hard
document;Security Protocols;Operations, Prevention;General;Hard
implement;Security Protocols;Operations, Prevention;General;Hard
upgrades;Cybersecurity;Computer Science, DevOps, Software Engineering;IT;Hard
Security Operations Center (SOC);Security Protocols;Operations, Prevention;General;Hard
incident response activities;Security Protocols;Operations, Prevention;General;Hard
investigations;Investigations;Operations, Prevention;General;Hard
control objectives;Security Protocols;Operations, Prevention;General;Hard
detection/inspection technologies;Cybersecurity;Computer Science, DevOps, Software Engineering;IT;Hard
east-west security controls;Security Protocols;Operations, Prevention;General;Hard
attack vectors;Cybersecurity;Computer Science, DevOps, Software Engineering;IT;Hard
vulnerabilities;Cybersecurity;Computer Science, DevOps, Software Engineering;IT;Hard
malicious actors;Cybersecurity;Computer Science, DevOps, Software Engineering;IT;Hard
Event viewer;Cybersecurity;Computer Science, DevOps, Software Engineering;IT;Hard
OT technologies;OT;Computer Science, Software Engineering;IT;Hard
PLCs;PLC;Computer Science, Software Engineering;IT;Hard
Rockwell;Materials Engineering;Materials Engineering;Engineering;Hard
cleaning;Maintenance;General;General;Soft
yard work;Maintenance;General;General;Soft
traffic control;Traffic Directing;General;General, Automotives;Hard, Soft
general labor duties;Physical Endurance and Skills;General;General;Hard, Soft
equipment fueling;Automotives;General;Automotives, General;Hard
site vehicle operation;Automotives;General;Automotives, General;Hard
trimming;Maintenance;General;General;Soft
visual merchandising;Merchandising;Marketing;Marketing;Hard, Soft
interior merchandising;Merchandising;Marketing;Marketing;Hard, Soft
store maintenance;Maintenance;General;General;Soft
product rotation;Maintenance;General;General;Soft
store zoning;Maintenance;General;General;Soft
product display;Advertising;Marketing;Marketing;Hard, Soft
commercial awareness;Sales;Sales;Sales;Hard, Soft
technical diploma;Operations Management;Operations;Operations;Hard, Soft
HSE compliance;Sustainability;Sustainability, Prevention, Safety;Environment, Sustainability;Hard
intervention on equipment;Product Management;Design, Product Management, Engineering, UX;Design;Hard
oil and gas plant/refinery experience;Oil and Gas Management;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
commissioning and startup knowledge;Entrepreneurship;General;General;Soft
plant management and relation management experience;Business Strategy;Sales, Operations;Sales, Operations;Hard, Soft
policy implementation;Workplace Policy Conduct;Legal, Management;General, Legal;Hard, Soft
management best practices;Operations Management;Operations;Operations;Hard, Soft
business administration;Business Administration;Operations;Operations;Hard, Soft
recycling;Sustainability;Sustainability, Prevention, Safety;Environment, Sustainability;Hard
materials handling;Materials Management;Materials, Operations, General;Operations, General;Hard, Soft
equipment operation;Product Management;Design, Product Management, Engineering, UX;Design;Hard
assistance;Customer Support;General, Sales;General, Sales;Hard, Soft
waste removal;Waste Management;Sustainability, Operations, Safety;Environment, Sustainability, Operations;Hard
loading waste;Waste Management;Sustainability, Operations, Safety;Environment, Sustainability, Operations;Hard
waste inspection;Waste Management;Sustainability, Operations, Safety;Environment, Sustainability, Operations;Hard
waste disposal;Waste Management;Sustainability, Operations, Safety;Environment, Sustainability, Operations;Hard
waste cleaning;Waste Management;Sustainability, Operations, Safety;Environment, Sustainability, Operations;Hard
productivity standards;Operations Management;Operations;Operations;Hard, Soft
technical support;Customer Support;General, Sales;General, Sales;Hard, Soft
safety analysis;Health and Safety;Safety, Prevention;General, Healthcare;Hard, Soft
risk assessment;Risk Management;Operations;Operations;Hard
HAZOP;HAZOP;Operations, Prevention, Safety;General;Hard
LOPA;LOPA;Operations, Prevention, Safety;General;Hard
feasibility studies;Business Analysis;Accounting, Finance, Operations;General, Legal;Hard
basic design;Graphic Design;Design, Art, Modeling;Design;Hard
COMAH facility experience;Health and Safety;Safety, Prevention;General, Healthcare;Hard, Soft
people development;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
organization design;Business Planning;Sales, Operations;Sales, Operations;Hard, Soft
analytics;Data Analysis;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
law;Legal Counseling;Legal;General, Legal;Hard
hr business partner;HR Analytics;HR;HR;Hard
salary review;Accounting;Accounting, Finance, Operations;General, Legal;Hard
organizational management;Organizational Skills;General;General;Soft
hr special projects;HR;HR;General;Hard
previous HR experiences;HR;HR;General;Hard
fluent italian;Italian;General;General, Languages;Soft
fluent english;English;General;General, Languages;Soft
international mobility;International Relations;Communication;Communication;Hard, Soft
programming (R;Python;Data Analytics, Data Science, Software Engineering, Data Engineering;IT, Statistics;Hard
Python);Python;Data Analytics, Data Science, Software Engineering, Data Engineering;IT, Statistics;Hard
clerical support;Clerical Process;Operations, General;Operations, General;Hard, Soft
administrative support;Accounting;Accounting, Finance, Operations;General, Legal;Hard
report generation;Reporting;General;General;Hard, Soft
HR background;HR;HR;General;Hard
urban inspection;Auditing;General;General;Hard
technical inspection;Auditing;General;General;Hard
property file collection;Data Collection;Data Engineering, QA;IT;Hard
evaluation;Product Management;Design, Product Management, Engineering, UX;Design;Hard
restoration;Product Management;Design, Product Management, Engineering, UX;Design;Hard
